customer_id,recency,frequency,price sum,price_mean,spend_90_total,spend_90_flag,pred_90_spend,pre_prob
36,-422.0,2,49.67999999999999,24.839999999999996,0.0,0.0,1.3317776,0.120283365
37,-150.0,5,128.2,25.639999999999997,27.48,1.0,12.721653,0.22613737
38,-455.0,1,12.49,12.49,0.0,0.0,1.0976171,0.08377061
39,-21.0,5,221.45,44.29,0.0,0.0,24.04906,0.3082923
40,-24.0,14,318.94,22.78142857142857,0.0,0.0,38.82648,0.5293242
41,-455.0,1,17.99,17.99,0.0,0.0,1.0976171,0.08377061
42,-454.0,2,38.32,19.16,0.0,0.0,1.2627039,0.15688318
43,-124.0,4,102.83,25.7075,14.49,1.0,11.597331,0.2373407
44,-286.0,3,59.65,19.883333333333333,0.0,0.0,5.258976,0.15402523
45,-455.0,1,14.37,14.37,0.0,0.0,1.0976171,0.08377061
46,-140.0,7,315.87,45.12428571428571,0.0,0.0,19.818178,0.25516215
47,-10.0,19,400.82,21.09578947368421,26.98,1.0,51.694103,0.6237144
48,-10.0,18,610.96,33.94222222222223,38.97,1.0,96.932945,0.63025624
49,-455.0,1,27.94,27.94,0.0,0.0,1.1987839,0.08377061
50,-455.0,1,6.79,6.79,0.0,0.0,1.0976171,0.08377061
51,-121.0,6,367.38,61.23,0.0,0.0,27.5192,0.33891332
52,-284.0,7,368.7,52.67142857142857,76.98,1.0,14.720628,0.19444397
53,-51.0,5,72.22,14.443999999999999,13.99,1.0,8.110194,0.32386953
54,-455.0,1,33.96,33.96,0.0,0.0,1.1987839,0.08377061
55,-446.0,2,81.45,40.725,0.0,0.0,2.2667716,0.08261252
56,-105.0,4,129.19,32.2975,0.0,0.0,13.2130165,0.24210048
57,-455.0,1,57.86,57.86,0.0,0.0,1.9347413,0.08392411
58,-455.0,1,20.99,20.99,0.0,0.0,1.1539422,0.08377061
59,-431.0,3,36.53,12.176666666666668,0.0,0.0,1.6722901,0.097250484
60,-424.0,1,21.75,21.75,0.0,0.0,1.1539422,0.085114494
61,-455.0,1,155.65,155.65,0.0,0.0,1.891537,0.08392411
62,-154.0,11,237.15,21.55909090909091,0.0,0.0,15.134684,0.3716829
63,-130.0,2,71.95,35.975,48.96,1.0,5.5568957,0.18651778
64,-29.0,10,272.35,27.235000000000003,95.02,1.0,39.261456,0.5213059
65,-10.0,3,68.74,22.91333333333333,0.0,0.0,12.344661,0.2679645
66,-455.0,1,39.99,39.99,0.0,0.0,1.2538695,0.08377061
67,-439.0,3,71.49,23.83,0.0,0.0,2.6315308,0.087064
68,-455.0,1,40.36,40.36,0.0,0.0,1.2538695,0.08377061
69,-452.0,2,217.07999999999998,108.53999999999999,0.0,0.0,1.210509,0.08261252
70,-455.0,1,72.23,72.23,0.0,0.0,1.7148211,0.08392411
71,-455.0,1,13.97,13.97,0.0,0.0,1.0976171,0.08377061
72,-455.0,1,11.99,11.99,0.0,0.0,1.0976171,0.08377061
73,-381.0,3,94.57,31.52333333333333,0.0,0.0,3.737164,0.11668134
74,-455.0,1,41.99,41.99,0.0,0.0,1.2538695,0.08377061
75,-455.0,1,69.81,69.81,0.0,0.0,1.7148211,0.08392411
76,-455.0,1,9.99,9.99,0.0,0.0,1.0976171,0.08377061
77,-455.0,1,12.97,12.97,0.0,0.0,1.0976171,0.08377061
78,-443.0,1,41.52,41.52,53.74,1.0,1.2538695,0.087522306
79,-455.0,1,77.44,77.44,0.0,0.0,1.7148211,0.08392411
80,-455.0,1,43.46,43.46,0.0,0.0,1.2538695,0.08377061
81,-186.0,14,430.69,30.763571428571428,0.0,0.0,29.635466,0.24872376
82,-33.0,5,202.51,40.501999999999995,40.29,1.0,22.588068,0.3082923
83,-252.0,3,80.19,26.73,21.49,1.0,7.5927715,0.19011214
84,-455.0,1,13.97,13.97,0.0,0.0,1.0976171,0.08377061
85,-453.0,1,26.31,26.31,0.0,0.0,1.1987839,0.08377061
86,-455.0,1,23.94,23.94,0.0,0.0,1.1987839,0.08377061
87,-175.0,4,206.55,51.6375,0.0,0.0,12.576047,0.20016561
88,-161.0,2,34.97,17.485,0.0,0.0,4.7809997,0.1656184
89,-33.0,17,530.89,31.228823529411763,40.99,1.0,85.2208,0.52390957
90,-448.0,2,24.67,12.335,0.0,0.0,1.2076182,0.0901596
91,-455.0,1,32.54,32.54,0.0,0.0,1.1987839,0.08377061
92,-350.0,2,53.339999999999996,26.669999999999998,0.0,0.0,2.472521,0.11650503
93,-453.0,2,219.32999999999998,109.66499999999999,0.0,0.0,1.210509,0.12964043
94,-454.0,1,44.1,44.1,0.0,0.0,1.2538695,0.08377061
95,-16.0,25,1233.5,49.34,281.77,1.0,161.48306,0.57475907
96,-23.0,17,1341.18,78.89294117647059,104.81,1.0,123.98283,0.565822
97,-4.0,4,324.75,81.1875,0.0,0.0,34.56665,0.287525
98,-313.0,2,76.46000000000001,38.230000000000004,0.0,0.0,4.7181077,0.12123244
99,-106.0,7,267.25,38.17857142857143,0.0,0.0,24.020197,0.3713906
100,-111.0,2,26.259999999999998,13.129999999999999,28.98,1.0,5.090713,0.16212502
101,-438.0,1,23.54,23.54,0.0,0.0,1.1987839,0.091123454
102,-31.0,4,157.47,39.3675,0.0,0.0,18.839264,0.3082923
103,-360.0,2,80.83,40.415,29.66,1.0,3.3874664,0.15055496
104,-455.0,1,14.96,14.96,0.0,0.0,1.0976171,0.08377061
105,-455.0,1,35.31,35.31,0.0,0.0,1.1987839,0.08377061
106,-60.0,6,202.1,33.68333333333333,0.0,0.0,21.015154,0.40346846
107,-455.0,1,21.99,21.99,0.0,0.0,1.1539422,0.08377061
108,-455.0,1,17.96,17.96,0.0,0.0,1.0976171,0.08377061
109,-423.0,2,204.45999999999998,102.22999999999999,0.0,0.0,1.210509,0.09763426
110,-455.0,1,27.94,27.94,0.0,0.0,1.1987839,0.08377061
111,-34.0,14,978.5799999999999,69.89857142857143,128.45999999999998,1.0,123.07834,0.52390957
112,-420.0,2,23.54,11.77,0.0,0.0,1.2766919,0.13166393
113,-25.0,3,59.669999999999995,19.889999999999997,0.0,0.0,11.107265,0.2679645
114,-49.0,5,124.92999999999999,24.985999999999997,0.0,0.0,14.236449,0.2967285
115,-455.0,1,13.97,13.97,0.0,0.0,1.0976171,0.08377061
116,-455.0,1,12.77,12.77,0.0,0.0,1.0976171,0.08377061
117,-13.0,3,58.97,19.656666666666666,0.0,0.0,11.107265,0.24860975
118,-281.0,2,73.85,36.925,0.0,0.0,5.93627,0.1725155
119,-455.0,1,41.69,41.69,0.0,0.0,1.2538695,0.08377061
120,-104.0,5,103.50999999999999,20.701999999999998,0.0,0.0,12.20474,0.25252044
121,-455.0,1,12.49,12.49,0.0,0.0,1.0976171,0.08377061
122,-455.0,1,27.74,27.74,0.0,0.0,1.1987839,0.08377061
123,-455.0,1,31.99,31.99,0.0,0.0,1.1987839,0.08377061
124,-110.0,5,138.35,27.669999999999998,0.0,0.0,13.086547,0.24007767
125,-51.0,5,82.16,16.432,26.48,1.0,11.095141,0.32386953
126,-120.0,2,302.75,151.375,0.0,0.0,13.114109,0.13844271
127,-455.0,1,39.71,39.71,0.0,0.0,1.2538695,0.08377061
128,-241.0,4,67.86,16.965,0.0,0.0,6.23406,0.19015053
129,-455.0,1,12.49,12.49,0.0,0.0,1.0976171,0.08377061
130,-144.0,7,107.96000000000001,15.422857142857143,12.99,1.0,11.897184,0.35721073
131,-455.0,1,30.32,30.32,0.0,0.0,1.1987839,0.08377061
132,-177.0,5,260.87,52.174,41.56,1.0,14.027804,0.20016561
133,-141.0,7,199.17,28.45285714285714,0.0,0.0,15.066844,0.32925725
134,-83.0,3,49.379999999999995,16.459999999999997,0.0,0.0,7.3736167,0.17730692
135,-455.0,2,84.39,42.195,0.0,0.0,2.2667716,0.12964043
136,-126.0,2,81.96,40.98,0.0,0.0,9.3859825,0.1948185
137,-455.0,1,27.73,27.73,0.0,0.0,1.1987839,0.08377061
138,-455.0,1,14.99,14.99,0.0,0.0,1.0976171,0.08377061
139,-450.0,1,11.77,11.77,0.0,0.0,1.0976171,0.08377061
140,-333.0,2,44.06,22.03,0.0,0.0,3.0537364,0.1216939
141,-38.0,6,123.99000000000001,20.665000000000003,23.76,1.0,18.926725,0.4069465
142,-41.0,4,97.89999999999999,24.474999999999998,24.49,1.0,12.79224,0.29486054
143,-455.0,2,41.48,20.74,0.0,0.0,1.2627039,0.15688318
144,-455.0,1,30.72,30.72,0.0,0.0,1.1987839,0.08377061
145,-18.0,21,477.11,22.71952380952381,44.85,1.0,50.449257,0.5679085
146,-455.0,1,13.97,13.97,0.0,0.0,1.0976171,0.08377061
147,-109.0,8,288.07,36.00875,0.0,0.0,24.020197,0.3733487
148,-11.0,7,146.44,20.919999999999998,0.0,0.0,21.427183,0.42191735
149,-432.0,2,106.53999999999999,53.269999999999996,0.0,0.0,2.2667716,0.08261252
150,-455.0,1,15.36,15.36,0.0,0.0,1.0976171,0.08377061
151,-455.0,1,13.97,13.97,0.0,0.0,1.0976171,0.08377061
152,-73.0,6,243.96,40.660000000000004,0.0,0.0,27.657454,0.38453913
153,-455.0,1,6.79,6.79,0.0,0.0,1.0976171,0.08377061
154,-146.0,4,57.31,14.3275,11.88,1.0,6.84462,0.19339854
155,-455.0,1,23.99,23.99,0.0,0.0,1.1987839,0.08377061
156,-455.0,1,10.77,10.77,0.0,0.0,1.0976171,0.08377061
157,-399.0,2,80.21000000000001,40.105000000000004,0.0,0.0,3.2075822,0.11320153
158,-455.0,1,43.05,43.05,0.0,0.0,1.2538695,0.08377061
159,-455.0,1,19.75,19.75,0.0,0.0,1.1539422,0.08377061
160,-455.0,1,19.74,19.74,0.0,0.0,1.1347189,0.08377061
161,-15.0,10,379.93,37.993,36.98,1.0,56.18568,0.55478865
162,-455.0,1,119.54,119.54,0.0,0.0,1.7670583,0.08392411
163,-455.0,1,25.74,25.74,0.0,0.0,1.1987839,0.08377061
164,-106.0,7,221.13,31.59,24.46,1.0,19.124062,0.3733487
165,-21.0,2,25.76,12.88,8.99,1.0,7.5191927,0.21237218
166,-14.0,7,161.3,23.042857142857144,11.88,1.0,24.306484,0.42191735
167,-112.0,8,186.46,23.3075,0.0,0.0,18.920626,0.33554938
168,-455.0,1,14.96,14.96,0.0,0.0,1.0976171,0.08377061
169,-455.0,1,11.77,11.77,0.0,0.0,1.0976171,0.08377061
170,-64.0,2,74.39,37.195,0.0,0.0,5.590672,0.15831436
171,-455.0,1,14.96,14.96,0.0,0.0,1.0976171,0.08377061
172,-455.0,1,50.95,50.95,0.0,0.0,1.2538695,0.08377061
173,-455.0,1,18.36,18.36,31.47,1.0,1.0976171,0.08377061
174,-450.0,2,36.730000000000004,18.365000000000002,0.0,0.0,1.2076182,0.08693323
175,-455.0,1,27.77,27.77,0.0,0.0,1.1987839,0.08377061
176,-455.0,1,11.77,11.77,0.0,0.0,1.0976171,0.08377061
177,-56.0,31,555.09,17.906129032258065,14.99,1.0,36.36668,0.4962824
178,-455.0,1,12.49,12.49,0.0,0.0,1.0976171,0.08377061
179,-36.0,11,174.03,15.82090909090909,0.0,0.0,20.853765,0.39365557
180,-216.0,2,62.59,31.295,0.0,0.0,4.8942804,0.16143486
181,-455.0,1,43.7,43.7,0.0,0.0,1.2538695,0.08377061
182,-107.0,3,81.72999999999999,27.24333333333333,9.99,1.0,10.651943,0.22565706
183,-455.0,1,9.99,9.99,0.0,0.0,1.0976171,0.08377061
184,-455.0,1,19.99,19.99,11.88,1.0,1.1539422,0.08377061
185,-5.0,4,87.21000000000001,21.802500000000002,27.98,1.0,14.180215,0.29139298
186,-196.0,2,34.45,17.225,0.0,0.0,4.012273,0.14792505
187,-423.0,2,36.11,18.055,0.0,0.0,1.2076182,0.120283365
188,-455.0,1,13.77,13.77,0.0,0.0,1.0976171,0.08377061
189,-455.0,1,294.03,294.03,0.0,0.0,1.4282247,0.08392411
190,-455.0,1,15.36,15.36,0.0,0.0,1.0976171,0.08377061
191,-451.0,1,70.23,70.23,0.0,0.0,1.7148211,0.08392411
192,-243.0,6,160.23000000000002,26.705000000000002,0.0,0.0,10.639608,0.22440766
193,-455.0,1,27.94,27.94,0.0,0.0,1.1987839,0.08377061
194,-445.0,2,255.77999999999997,127.88999999999999,0.0,0.0,1.4997977,0.08261252
195,-71.0,7,113.78999999999999,16.255714285714284,0.0,0.0,17.055656,0.40936953
196,-455.0,1,25.54,25.54,0.0,0.0,1.1987839,0.08377061
197,-331.0,3,53.97,17.99,0.0,0.0,3.55854,0.13109265
198,-455.0,1,15.76,15.76,0.0,0.0,1.0976171,0.08377061
199,-455.0,1,14.37,14.37,0.0,0.0,1.0976171,0.08377061
200,-434.0,2,84.28999999999999,42.144999999999996,0.0,0.0,2.2667716,0.08261252
201,-80.0,4,48.31,12.0775,24.99,1.0,7.3736167,0.22135548
202,-454.0,2,146.46,73.23,0.0,0.0,1.6831505,0.12964043
203,-251.0,4,63.83,15.9575,0.0,0.0,5.4009447,0.16418914
204,-441.0,1,72.23,72.23,0.0,0.0,1.7148211,0.087682016
205,-115.0,4,102.07,25.5175,0.0,0.0,9.944744,0.2373407
206,-455.0,1,17.99,17.99,0.0,0.0,1.0976171,0.08377061
207,-136.0,3,94.25999999999999,31.419999999999998,0.0,0.0,10.309903,0.22759478
208,-39.0,2,133.63,66.815,0.0,0.0,11.736411,0.18262403
209,-382.0,3,116.17,38.723333333333336,0.0,0.0,3.7834594,0.12042988
210,-6.0,2,86.03,43.015,0.0,0.0,11.803097,0.21359394
211,-455.0,1,7.78,7.78,0.0,0.0,1.0976171,0.08377061
212,-455.0,1,14.37,14.37,0.0,0.0,1.0976171,0.08377061
213,-437.0,2,22.54,11.27,0.0,0.0,1.1627766,0.11615622
214,-162.0,7,222.21999999999997,31.745714285714282,0.0,0.0,12.309054,0.2283541
215,-455.0,1,11.77,11.77,0.0,0.0,1.0976171,0.08377061
216,-455.0,1,13.97,13.97,0.0,0.0,1.0976171,0.08377061
217,-62.0,3,184.04,61.346666666666664,11.88,1.0,16.610266,0.21939564
218,-419.0,1,57.48,57.48,0.0,0.0,2.1900826,0.085114494
219,-319.0,2,74.02,37.01,0.0,0.0,4.2750435,0.12123244
220,-455.0,1,57.85,57.85,0.0,0.0,2.1210084,0.08392411
221,-455.0,1,12.49,12.49,0.0,0.0,1.0976171,0.08377061
222,-153.0,3,86.33,28.776666666666667,0.0,0.0,10.696949,0.22759478
223,-455.0,1,47.93,47.93,0.0,0.0,1.2538695,0.08377061
224,-455.0,1,28.33,28.33,0.0,0.0,1.1987839,0.08377061
225,-243.0,5,105.61,21.122,0.0,0.0,6.45458,0.1857532
226,-45.0,5,126.65,25.330000000000002,43.47,1.0,14.7508545,0.29903752
227,-220.0,5,164.58,32.916000000000004,0.0,0.0,11.49589,0.22048348
228,-85.0,13,339.79,26.13769230769231,0.0,0.0,29.022362,0.4501786
229,-20.0,4,64.0,16.0,19.49,1.0,11.249408,0.34449944
230,-299.0,2,79.96,39.98,0.0,0.0,5.5871015,0.17114991
231,-455.0,1,69.04,69.04,0.0,0.0,1.7148211,0.08392411
232,-455.0,1,42.98,42.98,0.0,0.0,1.2538695,0.08377061
233,-455.0,1,12.99,12.99,0.0,0.0,1.0976171,0.08377061
234,-421.0,2,23.96,11.98,0.0,0.0,1.2766919,0.13166393
235,-455.0,1,7.98,7.98,0.0,0.0,1.0976171,0.08377061
236,-455.0,1,16.7,16.7,0.0,0.0,1.0976171,0.08377061
237,-455.0,1,23.54,23.54,0.0,0.0,1.1987839,0.08377061
238,-248.0,5,305.19,61.038,0.0,0.0,15.264363,0.19746657
239,-455.0,1,28.74,28.74,0.0,0.0,1.1987839,0.08377061
240,-389.0,2,30.950000000000003,15.475000000000001,0.0,0.0,1.2880269,0.101176225
241,-6.0,3,76.07,25.356666666666666,24.48,1.0,14.180215,0.29486054
242,-439.0,2,65.43,32.715,0.0,0.0,2.1925817,0.08261252
243,-454.0,1,17.96,17.96,0.0,0.0,1.0976171,0.08377061
244,-3.0,20,1185.85,59.2925,101.56,1.0,171.67822,0.64397025
245,-70.0,6,134.76,22.459999999999997,13.99,1.0,16.26515,0.4069465
246,-6.0,19,699.33,36.80684210526316,50.85,1.0,126.659325,0.63472337
247,-106.0,3,63.17,21.05666666666667,30.98,1.0,7.409643,0.23225036
248,-454.0,1,14.37,14.37,0.0,0.0,1.0976171,0.08377061
249,-406.0,3,92.28,30.76,0.0,0.0,3.6744254,0.11908732
250,-221.0,3,104.57,34.85666666666666,0.0,0.0,7.7520595,0.20719382
251,-454.0,1,40.26,40.26,0.0,0.0,1.2538695,0.08377061
252,-10.0,4,312.5,78.125,35.76,1.0,34.004494,0.287525
253,-454.0,1,13.97,13.97,0.0,0.0,1.0976171,0.08377061
254,-454.0,1,15.96,15.96,0.0,0.0,1.0976171,0.08377061
255,-454.0,1,11.77,11.77,0.0,0.0,1.0976171,0.08377061
256,-352.0,3,79.58,26.526666666666667,0.0,0.0,3.70593,0.13480283
257,-153.0,2,40.76,20.38,14.99,1.0,4.867308,0.17220181
258,-454.0,1,59.97,59.97,0.0,0.0,1.8547268,0.08392411
259,-454.0,1,14.79,14.79,0.0,0.0,1.0976171,0.08377061
260,-451.0,1,57.27,57.27,0.0,0.0,2.1210084,0.08392411
261,-454.0,1,8.77,8.77,0.0,0.0,1.0976171,0.08377061
262,-454.0,1,48.95,48.95,0.0,0.0,1.2538695,0.08377061
263,-454.0,1,14.79,14.79,0.0,0.0,1.0976171,0.08377061
264,-454.0,1,16.99,16.99,0.0,0.0,1.0976171,0.08377061
265,-405.0,3,135.6,45.199999999999996,0.0,0.0,3.8266668,0.1170361
266,-429.0,2,99.28,49.64,0.0,0.0,2.2667716,0.08261252
267,-454.0,1,37.47,37.47,0.0,0.0,1.1987839,0.08377061
268,-373.0,1,7.78,7.78,0.0,0.0,1.1780261,0.09037434
269,-410.0,1,29.99,29.99,0.0,0.0,1.2678576,0.083297014
270,-432.0,2,269.17,134.585,0.0,0.0,1.4997977,0.08261252
271,-454.0,1,12.77,12.77,0.0,0.0,1.0976171,0.08377061
272,-361.0,3,38.71,12.903333333333334,0.0,0.0,1.8077844,0.098737024
273,-372.0,2,21.75,10.875,0.0,0.0,1.2431853,0.1258713
274,-454.0,1,5.78,5.78,0.0,0.0,1.0976171,0.08377061
275,-454.0,1,60.47,60.47,0.0,0.0,1.7148211,0.08392411
276,-267.0,3,104.36000000000001,34.78666666666667,13.99,1.0,7.830724,0.20719382
277,-23.0,2,31.89,15.945,0.0,0.0,7.5191927,0.21237218
278,-454.0,1,23.97,23.97,0.0,0.0,1.1987839,0.08377061
279,-230.0,3,139.81,46.60333333333333,0.0,0.0,10.817673,0.21563081
280,-338.0,3,256.45,85.48333333333333,0.0,0.0,5.064887,0.13377911
281,-454.0,1,14.7,14.7,0.0,0.0,1.0976171,0.08377061
282,-454.0,1,53.88,53.88,0.0,0.0,1.9063984,0.08377061
283,-454.0,1,37.71,37.71,0.0,0.0,1.2538695,0.08377061
284,-454.0,1,20.0,20.0,0.0,0.0,1.1539422,0.08377061
285,-454.0,1,25.99,25.99,0.0,0.0,1.1987839,0.08377061
286,-443.0,2,87.27,43.635,0.0,0.0,2.2667716,0.08261252
287,-454.0,1,13.97,13.97,0.0,0.0,1.0976171,0.08377061
288,-334.0,2,28.93,14.465,0.0,0.0,2.984612,0.16501999
289,-417.0,2,20.54,10.27,0.0,0.0,1.2318501,0.11584893
290,-454.0,1,49.98,49.98,0.0,0.0,1.2538695,0.08377061
291,-454.0,1,199.15,199.15,0.0,0.0,1.1389357,0.08392411
292,-84.0,4,65.88,16.47,0.0,0.0,7.618057,0.269437
293,-12.0,2,173.78,86.89,0.0,0.0,20.143072,0.13700639
294,-131.0,2,27.36,13.68,0.0,0.0,4.838323,0.16521056
295,-5.0,4,386.58000000000004,96.64500000000001,0.0,0.0,30.894657,0.3004844
296,-454.0,1,25.53,25.53,0.0,0.0,1.1987839,0.08377061
297,-454.0,1,14.96,14.96,0.0,0.0,1.0976171,0.08377061
298,-454.0,1,68.04,68.04,0.0,0.0,1.7148211,0.08392411
299,-146.0,2,22.759999999999998,11.379999999999999,0.0,0.0,4.838323,0.16333972
300,-8.0,17,412.53,24.266470588235293,125.89999999999999,1.0,59.95488,0.60835946
301,-141.0,4,173.38,43.345,0.0,0.0,13.614417,0.2491358
302,-454.0,1,27.13,27.13,0.0,0.0,1.1987839,0.08377061
303,-454.0,1,10.77,10.77,0.0,0.0,1.0976171,0.08377061
304,-309.0,5,113.34,22.668,0.0,0.0,6.4437633,0.14084792
305,-147.0,2,152.26999999999998,76.13499999999999,0.0,0.0,12.957594,0.17819446
306,-454.0,1,30.99,30.99,0.0,0.0,1.1987839,0.08377061
307,-398.0,1,28.45,28.45,0.0,0.0,1.2791927,0.09345109
308,-454.0,1,12.77,12.77,0.0,0.0,1.0976171,0.08377061
309,-381.0,1,52.5,52.5,0.0,0.0,2.4042873,0.106111355
310,-449.0,1,39.32,39.32,0.0,0.0,1.2538695,0.087522306
311,-454.0,1,69.25,69.25,0.0,0.0,1.7148211,0.08392411
312,-101.0,2,102.72999999999999,51.364999999999995,0.0,0.0,16.11401,0.17787102
313,-2.0,17,2292.5,134.85294117647058,139.79,1.0,200.45616,0.62195385
314,-443.0,3,231.13,77.04333333333334,0.0,0.0,2.288335,0.082746945
315,-382.0,3,88.86,29.62,0.0,0.0,3.6744254,0.11668134
316,-244.0,4,72.22999999999999,18.057499999999997,0.0,0.0,6.3642697,0.18141413
317,-54.0,5,231.15,46.230000000000004,0.0,0.0,16.656675,0.30031493
318,-79.0,3,64.49,21.496666666666666,0.0,0.0,7.618057,0.23225036
319,-449.0,2,41.69,20.845,0.0,0.0,1.2627039,0.10112086
320,-454.0,1,9.99,9.99,0.0,0.0,1.0976171,0.08377061
321,-454.0,1,103.05,103.05,0.0,0.0,1.7670583,0.08392411
322,-270.0,2,52.33,26.165,0.0,0.0,4.6036277,0.16768722
323,-29.0,7,264.34,37.762857142857136,148.41,1.0,34.94076,0.42191735
324,-186.0,2,59.01,29.505,0.0,0.0,4.663,0.16950104
325,-454.0,1,72.82,72.82,0.0,0.0,1.7148211,0.08392411
326,-454.0,1,14.37,14.37,0.0,0.0,1.0976171,0.08377061
327,-454.0,1,40.7,40.7,0.0,0.0,1.2538695,0.08377061
328,0.0,14,471.88,33.705714285714286,220.74,1.0,103.12018,0.6096811
329,-33.0,5,93.97,18.794,0.0,0.0,12.79224,0.29139298
330,-454.0,1,14.96,14.96,0.0,0.0,1.0976171,0.08377061
331,-454.0,1,16.36,16.36,0.0,0.0,1.0976171,0.08377061
332,-454.0,1,15.36,15.36,0.0,0.0,1.0976171,0.08377061
333,-454.0,1,15.9,15.9,0.0,0.0,1.0976171,0.08377061
334,-454.0,1,40.11,40.11,0.0,0.0,1.2538695,0.08377061
335,-450.0,2,26.73,13.365,0.0,0.0,1.2076182,0.0901596
336,-454.0,1,11.77,11.77,0.0,0.0,1.0976171,0.08377061
337,-435.0,1,23.54,23.54,14.49,1.0,1.1987839,0.091123454
338,-454.0,1,25.74,25.74,0.0,0.0,1.1987839,0.08377061
339,-131.0,5,411.84,82.368,0.0,0.0,23.001635,0.24953648
340,-454.0,1,46.3,46.3,0.0,0.0,1.2538695,0.08377061
341,-248.0,2,106.6,53.3,0.0,0.0,9.41542,0.18705963
342,-454.0,1,17.9,17.9,0.0,0.0,1.0976171,0.08377061
343,-150.0,4,177.43,44.3575,0.0,0.0,15.475612,0.23074043
344,-27.0,16,548.14,34.25875,31.98,1.0,86.836586,0.52390957
345,-152.0,2,90.25,45.125,0.0,0.0,15.431119,0.18580745
346,-454.0,1,26.76,26.76,0.0,0.0,1.1987839,0.08377061
347,-454.0,1,15.36,15.36,0.0,0.0,1.0976171,0.08377061
348,-249.0,2,97.52,48.76,0.0,0.0,9.220709,0.20742281
349,-454.0,1,44.88,44.88,0.0,0.0,1.2538695,0.08377061
350,-454.0,1,46.37,46.37,0.0,0.0,1.2538695,0.08377061
351,-454.0,1,8.77,8.77,0.0,0.0,1.0976171,0.08377061
352,-420.0,2,16.759999999999998,8.379999999999999,0.0,0.0,1.1947484,0.13983475
353,-413.0,2,69.23,34.615,0.0,0.0,2.2616556,0.11320153
354,-454.0,1,14.99,14.99,0.0,0.0,1.0976171,0.08377061
355,-449.0,2,82.81,41.405,0.0,0.0,2.2667716,0.08261252
356,-454.0,1,28.74,28.74,0.0,0.0,1.1987839,0.08377061
357,-420.0,2,91.44999999999999,45.724999999999994,0.0,0.0,2.3358455,0.10953253
358,-160.0,2,47.97,23.985,70.95,1.0,4.850124,0.17243291
359,-454.0,1,76.45,76.45,0.0,0.0,1.7148211,0.08392411
360,-48.0,4,67.39,16.8475,35.36,1.0,8.427882,0.32386953
361,-38.0,2,37.730000000000004,18.865000000000002,0.0,0.0,7.8413515,0.17987733
362,-454.0,4,58.0,14.5,0.0,0.0,2.5317395,0.13034725
363,-453.0,2,36.959999999999994,18.479999999999997,0.0,0.0,1.2076182,0.13605592
364,-450.0,1,29.97,29.97,0.0,0.0,1.1987839,0.08377061
